INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT		INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
130019	表情18	icon_expression18	12					girl01_proud	girl01_proud	0	0	girl01_proud									0							
130020	表情19	icon_expression19	12					girl01_scare	girl01_scare	0	0	girl01_scare									0							
130022	表情21	icon_expression21	12					girl01_silence	girl01_silence	0	0	girl01_silence									0							
130024	表情24	icon_expression24	12					girl01_surprised	girl01_surprised	0	0	girl01_surprised									0							
130025	表情25	icon_expression25	12					girl01_impotence	girl01_impotence	0	0	girl01_impotence																
140001	客厅01	icon_Amb_Color01	13					skybox01		0	0	skybox01									0							
140002	戈壁01	icon_Amb_Color02	13					skybox02		0	0	skybox02									0							
140003	星光大道	icon_Amb_Color03	13					skybox03		0	0	skybox03									0							
140004	公路	icon_Amb_Color04	13					skybox04		0	0	skybox04									0							
140005	山崖	icon_Amb_Color05	13					skybox05		0	0	skybox05									0							
140006	海岛	icon_Amb_Color06	13					skybox06		0	0	skybox06									0							
140007	广场01	icon_Amb_Color07	13					skybox07		0	0	skybox07									0							
140008	沙滩	icon_Amb_Color08	13					skybox08		0	0	skybox08									0							
140009	小树林	icon_Amb_Color09	13					skybox09		0	0	skybox09									0							
140010	雪地01	icon_Amb_Color10	13					skybox10		0	0	skybox10									0							
140011	客厅02	icon_Amb_Color11	13					skybox11		0	0	skybox11									0							
140012	公园	icon_Amb_Color12	13					skybox12		0	0	skybox12									0							
140013	别墅	icon_Amb_Color13	13					skybox13		0	0	skybox13									0							
140014	广场02	icon_Amb_Color14	13					skybox14		0	0	skybox14									0							
140015	篷房	icon_Amb_Color15	13					skybox15				skybox15																
140017	林间小路	icon_Amb_Color17	13					skybox17				skybox17																
140018	田间	icon_Amb_Color18	13					skybox18				skybox18																
140019	广场03	icon_Amb_Color19	13					skybox19				skybox19																
140020	湖边	icon_Amb_Color20	13					skybox20				skybox20																
140021	商场	icon_Amb_Color21	13					skybox21				skybox21																
140022	戈壁02	icon_Amb_Color22	13					skybox22				skybox22																
140023	雪地02	icon_Amb_Color23	13					skybox23				skybox23																
140024	雪地03	icon_Amb_Color24	13					skybox24				skybox24																
140025	滨江大道	icon_Amb_Color25	13					skybox25				skybox25																
140027	古建筑	icon_Amb_Color17	13					skybox27				skybox27																
140028	水池	icon_Amb_Color28	13					skybox28				skybox28																
140029	岩洞	icon_Amb_Color29	13					skybox29				skybox29																
102	钻石	label_money_02	99					90001																				
150001	唇彩01	icon_lips00	15					icon_lips00	lips00		0											0						
150002	唇彩02	icon_lips01	15					icon_lips01	lips01		0											1						
150003	唇彩03	icon_lips02	15					icon_lips02	lips02		0											2						
150004	唇彩04	icon_lips03	15					icon_lips03	lips03		0											3						
150005	唇彩05	icon_lips04	15					icon_lips04	lips04		0											4						
150006	唇彩06	icon_lips05	15					icon_lips05	lips05		0											5						
150007	唇彩07	icon_lips06	15					icon_lips06	lips06		0											6						
150009	唇彩08	icon_lips08	15					icon_lips08	lips08		0											7						
150010	唇彩09	icon_lips09	15					icon_lips09	lips09		0											8						
150011	唇彩10	icon_lips10	15					icon_lips10	lips10		0											9						
150012	唇彩11	icon_lips11	15					icon_lips11	lips11		0											10						
150013	唇彩12	icon_lips12	15					icon_lips12	lips12		0											11						
160002	眉毛00	icon_eyebrow00	16					icon_eyebrow00	eyebrow00		0											1						
160003	眉毛01	icon_eyebrow01	16					icon_eyebrow01	eyebrow01		0											2						
160004	眉毛02	icon_eyebrow02	16					icon_eyebrow02	eyebrow02		0											3						
160005	眉毛03	icon_eyebrow03	16					icon_eyebrow03	eyebrow03		0											4						
160006	眉毛04	icon_eyebrow04	16					icon_eyebrow04	eyebrow04		0											5						
160007	眉毛05	icon_eyebrow05	16					icon_eyebrow05	eyebrow05		0											6						
160008	眉毛06	icon_eyebrow06	16					icon_eyebrow06	eyebrow06		0											7						
160009	眉毛07	icon_eyebrow07	16					icon_eyebrow07	eyebrow07		0											8						
160010	眉毛08	icon_eyebrow08	16					icon_eyebrow08	eyebrow08		0											9						
160011	眉毛09	icon_eyebrow09	16					icon_eyebrow09	eyebrow09		0											10						
160012	眉毛10	icon_eyebrow10	16					icon_eyebrow10	eyebrow10		0											11						
160013	眉毛11	icon_eyebrow11	16					icon_eyebrow11	eyebrow11		0											12						
160014	眉毛12	icon_eyebrow12	16					icon_eyebrow12	eyebrow12		0											13						
160015	眉毛13	icon_eyebrow13	16					icon_eyebrow13	eyebrow13		0											14						
160016	眉毛14	icon_eyebrow14	16					icon_eyebrow14	eyebrow14		0											15						
160017	眉毛15	icon_eyebrow15	16					icon_eyebrow15	eyebrow15		0											16						
160018	眉毛16	icon_eyebrow16	16					icon_eyebrow16	eyebrow16		0											17						
160019	眉毛17	icon_eyebrow17	16					icon_eyebrow17	eyebrow17		0											18						
160020	眉毛18	icon_eyebrow18	16					icon_eyebrow18	eyebrow18													19						
170001	眼影01	icon_eyeShadow00	17					icon_eyeShadow00	eyeShadow00		0											0						
170002	眼影02	icon_eyeShadow01	17					icon_eyeShadow01	eyeShadow01		0											1						
170003	眼影03	icon_eyeShadow02	17					icon_eyeShadow02	eyeShadow02		0											2						
170004	眼影04	icon_eyeShadow03	17					icon_eyeShadow03	eyeShadow03		0											3						
170005	眼影05	icon_eyeShadow04	17					icon_eyeShadow04	eyeShadow04		0											4						
170006	眼影06	icon_eyeShadow05	17					icon_eyeShadow05	eyeShadow05		0											5						
170007	眼影07	icon_eyeShadow06	17					icon_eyeShadow06	eyeShadow06		0											6						
170008	眼影08	icon_eyeShadow07	17					icon_eyeShadow07	eyeShadow07		0											7						
170009	眼影09	icon_eyeShadow08	17					icon_eyeShadow08	eyeShadow08		0											8						
170010	眼影10	icon_eyeShadow09	17					icon_eyeShadow09	eyeShadow09		0											9						
170011	眼影11	icon_eyeShadow10	17					icon_eyeShadow10	eyeShadow10		0											10						
170012	眼影12	icon_eyeShadow11	17					icon_eyeShadow11	eyeShadow11		0											11						
170013	眼影13	icon_eyeShadow12	17					icon_eyeShadow12	eyeShadow12		0											12						
170014	眼影14	icon_eyeShadow13	17					icon_eyeShadow13	eyeShadow13		0											13						
170015	眼影15	icon_eyeShadow14	17					icon_eyeShadow14	eyeShadow14		0											14						
180002	纯黑	icon_eye_mt01	18					icon_eye_mt01			0	"speak_shop,Change_meitong"	eye_mt01									1						
180003	深邃蓝	icon_eye_mt02	18					icon_eye_mt02			0	"speak_shop,Change_meitong"	eye_mt02									2						
180004	翡翠绿	icon_eye_mt03	18					icon_eye_mt03			0	"speak_shop,Change_meitong"	eye_mt03									3						
180005	甜蜜粉	icon_eye_mt04	18					icon_eye_mt04			0	"speak_shop,Change_meitong"	eye_mt04									4						
180006	金光黄	icon_eye_mt05	18					icon_eye_mt05			0	"speak_shop,Change_meitong"	eye_mt05									5						
180007	湖水青	icon_eye_mt06	18					icon_eye_mt06			0	"speak_shop,Change_meitong"	eye_mt06									6						
180008	神秘紫	icon_eye_mt07	18					icon_eye_mt07			0	"speak_shop,Change_meitong"	eye_mt07									7						
180009	猫眼金	icon_eye_mt08	18					icon_eye_mt08			0	"speak_shop,Change_meitong"	eye_mt08									8						
180010	猫眼绿	icon_eye_mt09	18					icon_eye_mt09			0	"speak_shop,Change_meitong"	eye_mt09									9						
180011	猫眼蓝	icon_eye_mt10	18					icon_eye_mt10			0	"speak_shop,Change_meitong"	eye_mt10									10						
180012	猫眼灰白	icon_eye_mt11	18					icon_eye_mt11			0	"speak_shop,Change_meitong"	eye_mt11									11						
180013	灰色	icon_eye_mt12	18					icon_eye_mt12			0	"speak_shop,Change_meitong"	eye_mt12									12						
180014	异色黄	icon_eye_mt13	18					icon_eye_mt13			0	"speak_shop,Change_meitong"	eye_mt13									13						
180015	黑白	icon_eye_mt14	18					icon_eye_mt14			0	"speak_shop,Change_meitong"	eye_mt14									14						
180016	湖泊	icon_eye_mt15	18					icon_eye_mt15			0	"speak_shop,Change_meitong"	eye_mt15									15						
180017	光晕青	icon_eye_mt16	18					icon_eye_mt16			0	"speak_shop,Change_meitong"	eye_mt16															
180018	光晕粉	icon_eye_mt17	18					icon_eye_mt17			0	"speak_shop,Change_meitong"	eye_mt17															
180019	双重光晕	icon_eye_mt18	18					icon_eye_mt18			0	"speak_shop,Change_meitong"	eye_mt18															
180020	琥珀	icon_eye_mt19	18					icon_eye_mt19			0	"speak_shop,Change_meitong"	eye_mt19															
180021	写轮眼	icon_eye_mt20	18					icon_eye_mt20			0	"speak_shop,Change_meitong"	eye_mt20															
180022	日食红	icon_eye_mt21	18					icon_eye_mt21			0	"speak_shop,Change_meitong"	eye_mt21															
180023	日食青	icon_eye_mt22	18					icon_eye_mt22			0	"speak_shop,Change_meitong"	eye_mt22															
180024	日食紫	icon_eye_mt23	18					icon_eye_mt23			0	"speak_shop,Change_meitong"	eye_mt23															
180025	日食绿	icon_eye_mt24	18					icon_eye_mt24			0	"speak_shop,Change_meitong"	eye_mt24															
190000	Pose01	icon_ViewAction00	19				1	viewaction00	viewaction00		0	"Start_ViewMode,ViewAction00"																
190001	Pose02	icon_ViewAction01	19				1	viewaction01	viewaction01		0	"Start_ViewMode,ViewAction01"			200													
190002	Pose03	icon_ViewAction04	19				1	viewaction04	viewaction04		0	"Start_ViewMode,ViewAction04"			400													
190003	Pose04	icon_ViewAction09	19				1	viewaction09	viewaction09		0	"Start_ViewMode,ViewAction09"			600													
190004	Pose05	icon_ViewAction13	19				1	viewaction13	viewaction13		0	"Start_ViewMode,ViewAction13"			800													
190006	Pose07	icon_ViewAction32	19				1	viewaction32	viewaction32		0	"Start_ViewMode,ViewAction32"			1400													
190008	Pose09	icon_ViewAction03	19				1	viewaction03	viewaction03		0	"Start_ViewMode,ViewAction03"			2200													
190009	Pose10	icon_ViewAction05	19				1	viewaction05	viewaction05		0	"Start_ViewMode,ViewAction05"			2400													
190010	Pose11	icon_ViewAction08	19				1	viewaction08	viewaction08		0	"Start_ViewMode,ViewAction08"			2800													
190011	Pose12	icon_ViewAction10	19				1	viewaction10	viewaction10		0	"Start_ViewMode,ViewAction10"			3000													
190012	Pose13	icon_ViewAction11	19				1	viewaction11	viewaction11		0	"Start_ViewMode,ViewAction11"			3400													
190013	Pose14	icon_ViewAction12	19				1	viewaction12	viewaction12		0	"Start_ViewMode,ViewAction12"			4200													
190014	Pose15	icon_ViewAction15	19				1	viewaction15	viewaction15		0	"Start_ViewMode,ViewAction15"			4400													
190015	Pose16	icon_ViewAction16	19				1	viewaction16	viewaction16		0	"Start_ViewMode,ViewAction16"			4600													
190016	Pose17	icon_ViewAction17	19				1	viewaction17	viewaction17		0	"Start_ViewMode,ViewAction17"			5000													
190017	Pose18	icon_ViewAction18	19				1	viewaction18	viewaction18		0	"Start_ViewMode,ViewAction18"			5200													
190018	Pose19	icon_ViewAction20	19				1	viewaction20	viewaction20		0	"Start_ViewMode,ViewAction20"			5400													
190019	Pose20	icon_ViewAction22	19				1	viewaction22	viewaction22		0	"Start_ViewMode,ViewAction22"			5600													
190021	Pose22	icon_ViewAction26	19				1	viewaction26	viewaction26		0	"Start_ViewMode,ViewAction26"			5800													
190022	Pose23	icon_ViewAction27	19				1	viewaction27	viewaction27		0	"Start_ViewMode,ViewAction27"			199800													
190023	Pose24	icon_ViewAction28	19				1	viewaction28	viewaction28		0	"Start_ViewMode,ViewAction28"			199800													
190025	Pose26	icon_ViewAction30	19				1	viewaction30	viewaction30		0	"Start_ViewMode,ViewAction30"			199800													
190026	Pose27	icon_ViewAction31	19				1	viewaction31	viewaction31		0	"Start_ViewMode,ViewAction31"			199800													
190027	Pose28	icon_ViewAction33	19				1	viewaction33	viewaction33		0	"Start_ViewMode,ViewAction33"			199800													
190028	Pose29	icon_ViewAction35	19				1	viewaction35	viewaction35		0	"Start_ViewMode,ViewAction35"			199800													
190029	Pose30	icon_ViewAction36	19				1	viewaction36	viewaction36		0	"Start_ViewMode,ViewAction36"			199800													
190030	Pose31	icon_ViewAction37	19				1	viewaction37	viewaction37		0	"Start_ViewMode,ViewAction37"			199800													
190031	Pose32	icon_ViewAction38	19				1	viewaction38	viewaction38		0	"Start_ViewMode,ViewAction38"			199800													
2000001	烤面包	icon_food01	20				1	200001			5								0	0	29							
2000002	意大利面	icon_food02	20				1	200002			5								0	0	59							
2000003	意式浓汤	icon_food03	20				1	200003			5								0	0	89							
2000004	海鲜浓汤	icon_food04	20				1	200004			5								0	0	139							
2000005	火鸡腿	icon_food05	20				1	200005			5								0	0	189							
2000006	牛排	icon_food06	20				1	200006			5								0	0	289							
2000007	鹅肝	icon_food07	20				1	200007			5								0	0	389							
2000008	澳洲大龙虾	icon_food08	20				1	200008			5								0	0	499							
2100001	柠檬水	icon_drink01	21				1	210001			5								0	0	29							
2100002	可乐	icon_drink02	21				1	210002			5								0	0	59							
2100003	咖啡	icon_drink03	21				1	210003			5								0	0	89							
2100004	混合果汁	icon_drink04	21				1	210004			5								0	0	139							
2100005	热带果饮	icon_drink05	21				1	210005			5								0	0	189							
2100006	青柠果茶	icon_drink06	21				1	210006			5								0	0	289							
2100007	风味果奶	icon_drink07	21				1	210007			5								0	0	389							
2100008	拉菲	icon_drink08	21				1	210008			5								0	0	499							
2200001	布丁	icon_Dessert01	22				1	2200001			5								0	0	29							
2200002	提拉米苏	icon_Dessert03	22				1	2200002			5								0	0	59							
2200003	蛋挞	icon_Dessert04	22				1	2200003			5								0	0	89							
2200004	草莓大福	icon_Dessert05	22				1	2200004			5								0	0	139							
2200005	草莓蛋糕	icon_Dessert06	22				1	2200005			5								0	0	189							
2200006	雪媚娘	icon_Dessert09	22				1	2200006			5								0	0	289							
2200007	马卡龙	icon_Dessert07	22				1	2200007			5								0	0	389							
2200008	金箔冰淇淋	icon_Dessert08	22				1	2200008			5								0	0	499							
2300001	一支玫瑰	icon_gift01	23				1	2300001			5	"Start_Hostel,GiveGift01"			200/500				0	0	60							10132
2300002	巧克力	icon_gift02	23				1	2300002			5	"Start_Hostel,GiveGift03"			400/1000				0	0	120							10133
2300003	一捧玫瑰	icon_gift03	23				1	2300003			5	"Start_Hostel,GiveGift02"			800/2000				0	0	240							10134
2300004	口红	icon_gift04	23				1	2300004			5	"Start_Hostel,GiveGift05"			1600/4000				0	0	600							10135
2300005	香水	icon_gift05	23				1	2300005			5	"Start_Hostel,GiveGift04"			3200/8000				0	0	960							10136
2300006	金玫瑰	icon_gift06	23				1	2300006			5	"Start_Hostel,GiveGift06"			6400/16000				0	0	1440							10137
2300007	LV包	icon_gift07	23				1	2300007			5	"Start_Hostel,GiveGift07"			12800/32000				0	0	1800							10138
2300008	钻戒	icon_gift08	23				1	2300008			5	"Start_Hostel,GiveGift08"			25600/64000				0	0	3000							10139
2400001	牙膏	icon_wash09	24				1	2400001			5								1	5	59							
2400002	香皂	icon_wash01	24				1	2400002			5								1	5	99							
2400003	洗面奶	icon_wash02	24				1	2400003			5								1	5	169							
2400005	洗发露	icon_wash04	24				1	2400005			5								1	5	259							
2400007	沐浴露	icon_wash06	24				1	2400007			5								1	5	299							
2400008	润肤乳	icon_wash08	24				1	2400008			5								1	5	229							
4000000	瑜伽球	icon_furniture00	30				1	4000000			5	"project_view,yujiaqiu_view"			0/0	0	0	0	0	0	7750			46			"project_view,yujiaqiu_view"	
4000001	瑜伽垫	icon_furniture01	30				1	4000001			5	"project_view,yujiadian_view"			0/0	0	0	0	0	0	2300			9				
4000002	小说书	icon_furniture02	30				1	4000002			5	"project_view,xiaoshuo_view"			0/0	0	0	0	0	0	700			6				
4000003	编织入门书	icon_furniture03	30				1	4000003			5	"project_view,bianzhi1_view"			0/0	0	0	0	0	0	3100			26				
4000004	漫画书	icon_furniture04	30				1	4000004			5	"project_view,manhua_view"			0/0	0	0	0	0	0	3100			25				
4000005	运动杂志	icon_furniture05	30				1	4000005			5	"project_view,sports_view"			0/0	0	0	0	0	0	1650			12				
4000009	游戏机	icon_furniture09	30				1	4000009			5				0/0	0	0	0	0	0	2350			20				
4000010	小熊玩偶	icon_furniture10	30				1	4000010			5	"project_view,bear_view"			0/0	0	0	0	0	0	2500			22				
4000011	兔子玩偶	icon_furniture11	30				1	4000011			5	"project_view,Rabbit_view"			0/0	0	0	0	0	0	2800			24				
4000013	跑步机	icon_furniture13	30				1	4000013			5	"project_view,run_view"			0/0	0	0	0	0	0	1900			15				
4000015	哑铃	icon_furniture15	30				1	4000015			5				0/0	0	0	0	0	0	1000			8	600			
4000017	黄鸭玩具	icon_furniture17	30				1	4000017			5	"project_view,yazi_view"			0/0	0	0	0	0	0	4960			36				
4000018	素描架子	icon_furniture18	30				1	4000018			5	"project_view,sumiaojia_view"			0/0	0	0	0	0	0	6000			33				
4000019	粉色牙刷套装	icon_furniture100	30				1	4000019			5	"project_view,pinkset_view"			0/0	0	0	0	0	0	400			3				
4000020	蓝色牙刷套装	icon_furniture101	33				1	4000020			5	"project_view,blueset_view"			0/0	0	0	0	0	0	400			1			"project_view,lanseyashua_view"	
4000023	落地镜	icon_furniture23	30				1	4000023			5				0/0	0	0	0	0	0	850			7	600			
4000025	摇滚CD	icon_furniture25	30				1	4000025			5	"project_view,yaogun_view"			0/0	0	0	0	0	0	2100			19				
4000026	爵士CD	icon_furniture26	30				1	4000026			5	"project_view,jueshi_view"			0/0	0	0	0	0	0	3360			28				
4000027	流行CD	icon_furniture27	30				1	4000027			5	"project_view,liuxing_view"			0/0	0	0	0	0	0	2100			18				
4000028	风铃	icon_furniture28	30				1	4000028			5	"project_view,fengling_view"			0/0	0	0	0	0	0	3360			28				
4000033	壁画	icon_furniture33	30				1	4000033			5	"project_view,bihua_view"			0/0	0	0	0	0	0	600			5				
4000034	笔记本电脑	icon_furniture34	30				1	4000034			5	"project_view,bijiben_view"			0/0	0	0	0	0	0	1750			14	600			
4000035	折纸图鉴	icon_furniture35	30				1	4000035			5	"project_view,zhezhi_view"			0/0	0	0	0	0	0	1200			10				
4000036	甜品食谱	icon_furniture36	30				1	4000036			5	"project_view,tianpin_view"			0/0	0	0	0	0	0	6000			39				
4000037	西餐食谱	icon_furniture37	30				1	4000037			5	"project_view,xican_view"			0/0	0	0	0	0	0	5450			38				
4000038	植物图鉴	icon_furniture38	30				1	4000038			5	"project_view,zhiwu_view"			0/0	0	0	0	0	0	1900			15				
4000039	风景图鉴	icon_furniture39	30				1	4000039			5	"project_view,fengjing_view"			0/0	0	0	0	0	0	1900			34				
4000040	电玩杂志	icon_furniture40	30				1	4000040			5	"project_view,dianwan_view"			0/0	0	0	0	0	0	2350			20				
4000042	珠宝手工图鉴	icon_furniture42	30				1	4000042			5	"project_view,zhubao_view"			0/0	0	0	0	0	0	9200			49				
4000043	模玩杂志	icon_furniture43	30				1	4000043			5	"project_view,moxing_view"			0/0	0	0	0	0	0	2100			19				
4000044	电视机	icon_furniture44	30				1	4000044			5	"project_view,tv_view"			0/0	0	0	0	0	0	1650			12				
4000045	CD机	icon_furniture45	30				1	4000045			5	"project_view,CDJI_view"			0/0	0	0	0	0	0	2100			18				
4000046	耳机	icon_furniture46	30				1	4000046	ACC30		5	"project_view,ERJI_view"			0/0	0	0	0	0	0	2100			18	600			
4000047	飞镖	icon_furniture47	30				1	4000047			5				0/0	0	0	0	0	0	3710			30				
4000048	飞镖盘	icon_furniture48	30				1	4000048			5	"project_view,feibiao_view"			0/0	0	0	0	0	0	3710			30				
4000049	天文望远镜	icon_furniture49	30				1	4000049			5	"project_view,wangyuanjing_view"			0/0	0	0	0	0	0	1400			9				
4000050	吉他	icon_furniture50	30				1	4000050			5	"project_view,jita_view"			0/0	0	0	0	0	0	4100			34				
4000051	小提琴	icon_furniture51	30				1	4000051			5	"project_view,xiaotiqin_view"			0/0	0	0	0	0	0	4960			36				
4000052	手机	icon_furniture52	30				1	4000052			5	"project_view,shouji_view"			0/0	0	0	0	0	0	4550			34				
4000053	编织进阶书	icon_furniture53	30				1	4000053			5	"project_view,bianzhi2_view"			0/0	0	0	0	0	0	3710			28				
4000054	编织大师书	icon_furniture54	30				1	4000054			5				0/0	0	0	0	0	0	5450			38				
4000055	言情小说	icon_furniture55	30				1	4000055			5	"project_view,yanqing_view"			0/0	0	0	0	0	0	6600			42				
4000057	呼啦圈	icon_furniture57	30				1	4000057			5	"project_view,hulaquan_view"			0/0	0	0	0	0	0	1760			14				
4000058	跳绳	icon_furniture58	30				1	4000058			5	"project_view,shengzi_view"			0/0	0	0	0	0	0	2800			24				
4000059	拖把	icon_furniture59	30				1	4000059			5	"project_view,tuoba_view"			0/0	0	0	0	0	0	450			1				
4000060	吸尘器	icon_furniture60	30				1	4000060			5	"project_view,xichenqi_view"			0/0	0	0	0	0	0	500			4				
5000001	粉色绒线球	icon_furniture62	31				1	5000001			5				0	0	0	0	0	0	800			26				
5000002	毛线针	icon_furniture63	31				1	5000002			5				0	0	0	0	0	0	800			26				
5000003	一盒颜料	icon_furniture64	31				1	5000003			5				0	0	0	0	0	0	1400			35				
5000004	画板	icon_furniture65	31				1	5000004			5				0	0	0	0	0	0	1400			35				
5000005	画笔	icon_furniture66	31				1	5000005			5				0	0	0	0	0	0	1400			35				
5000006	钢笔	icon_furniture67	31				1	5000006			5				0	0	0	0	0	0	2400			45				
5000007	信纸	icon_furniture68	31				1	5000007			5				0	0	0	0	0	0	2400			45				
5000008	墨水	icon_furniture69	31				1	5000008			5				0	0	0	0	0	0	2400			45				
5000009	蔬菜	icon_furniture70	31				1	5000009			5				0	0	0	0	0	0	950			32				
5000010	肉	icon_furniture71	31				1	5000010			5				0	0	0	0	0	0	950			32				
5000011	折纸	icon_furniture72	31				1	5000011			5				0	0	0	0	0	0	450			10				
5000012	一包巧克力豆	icon_furniture73	31				1	5000012			5				0	0	0	0	0	0	1700			39				
5000013	甜品模具	icon_furniture74	31				1	5000013			5				0	0	0	0	0	0	1700			39				
5000014	剪刀	icon_furniture75	31				1	5000014			5				0	0	0	0	0	0	450			10				
5000018	水果篮子	icon_furniture79	31				1	5000018			5				0	0	0	0	0	0	1950			41				
5000019	一盒奶油	icon_furniture80	31				1	5000019			5				0	0	0	0	0	0	1950			41				
5000020	一带面粉	icon_furniture81	31				1	5000020			5				0	0	0	0	0	0	1950			41				
5000021	种子	icon_furniture82	31				1	5000021			5				0	0	0	0	0	0	550			17				
5000022	花盆	icon_furniture83	31				1	5000022			5				0	0	0	0	0	0	550			17				
5000023	冰块	icon_furniture84	31				1	5000023			5				0	0	0	0	0	0	1950			43				
5000024	鸡蛋	icon_furniture85	31				1	5000024			5				0	0	0	0	0	0	1950			44				
5000025	黄油	icon_furniture86	31				1	5000025			5				0	0	0	0	0	0	1950			44				
5000026	小麦粉	icon_furniture87	31				1	5000026			5				0	0	0	0	0	0	1950			44				
5000027	棉花	icon_furniture88	31				1	5000027			5				0	0	0	0	0	0	1650			43				
5000028	布料	icon_furniture89	31				1	5000028			5				0	0	0	0	0	0	1650			43				
5000029	米饭	icon_furniture90	31				1	5000029			5				0	0	0	0	0	0	950			32				
5000030	宝石	icon_furniture91	31				1	5000030			5				0	0	0	0	0	0	3500			49				
5000031	钢丝	icon_furniture92	31				1	5000031			5				0	0	0	0	0	0	3500			50				
5000032	素描本	icon_furniture93	31				1	5000032			5				0	0	0	0	0	0	1150			33				
5000033	铅笔	icon_furniture94	31				1	5000033			5				0	0	0	0	0	0	1150			33				
5000034	打磨工具	icon_furniture95	31				1	5000034			5				0	0	0	0	0	0	3500			50				
5000035	雕刻模具	icon_furniture96	31				1	5000035			5				0	0	0	0	0	0	3500			50				
5000036	洒水壶	icon_furniture97	31				1	5000036			5				0	0	0	0	0	0	600			17				
5000037	蜡烛	icon_furniture102	31				1	4000063			5				0	0	0	0	0	0	400			3				
6000001	钻石	t_resoures_name_1	32					90001																				
6000002	好感	t_resoures_name_2	32					ctg_ic_003																				
7000001	唇彩01	showgirl_lips00	34					showgirl_lips00	lips00		0																	
7000002	唇彩02	showgirl_lips01	34					showgirl_lips01	lips01		0																	
7000003	唇彩03	showgirl_lips02	34					showgirl_lips02	lips02		0																	
7000004	唇彩04	showgirl_lips03	34					showgirl_lips03	lips03		0																	
7000005	唇彩05	showgirl_lips04	34					showgirl_lips04	lips04		0																	
7000006	唇彩06	showgirl_lips05	34					showgirl_lips05	lips05		0																	
7000007	唇彩07	showgirl_lips06	34					showgirl_lips06	lips06		0																	
7000008	唇彩08	showgirl_lips07	34					showgirl_lips07	lips07		0																	
7000009	唇彩09	showgirl_lips08	34					showgirl_lips08	lips08		0																	
7000010	唇彩10	showgirl_lips09	34					showgirl_lips09	lips09		0																	
7000011	唇彩11	showgirl_lips10	34					showgirl_lips10	lips10		0																	
7000012	唇彩12	showgirl_lips11	34					showgirl_lips11	lips11		0																	
7000013	唇彩13	showgirl_lips12	34					showgirl_lips12	lips12		0																	
7000014	唇彩14	showgirl_lips13	34					showgirl_lips13	lips13		0																	
7000015	唇彩15	showgirl_lips14	34					showgirl_lips14	lips14		0																	
7000016	唇彩16	showgirl_lips15	34					showgirl_lips15	lips15		0																	
7000017	唇彩17	showgirl_lips16	34					showgirl_lips16	lips16		0																	
7000018	唇彩18	showgirl_lips17	34					showgirl_lips17	lips17		0																	
7000019	唇彩19	showgirl_lips18	34					showgirl_lips18	lips18		0																	
8000001	眉毛01	showgirl_eyebrow00	35					showgirl_eyebrow00	eyebrow00		0																	
8000002	眉毛02	showgirl_eyebrow01	35					showgirl_eyebrow01	eyebrow01		0																	
8000003	眉毛03	showgirl_eyebrow02	35					showgirl_eyebrow02	eyebrow02		0																	
8000004	眉毛04	showgirl_eyebrow03	35					showgirl_eyebrow03	eyebrow03		0																	
8000005	眉毛05	showgirl_eyebrow04	35					showgirl_eyebrow04	eyebrow04		0																	
8000006	眉毛06	showgirl_eyebrow05	35					showgirl_eyebrow05	eyebrow05		0																	
8000007	眉毛07	showgirl_eyebrow06	35					showgirl_eyebrow06	eyebrow06		0																	
8000008	眉毛08	showgirl_eyebrow07	35					showgirl_eyebrow07	eyebrow07		0																	
8000009	眉毛09	showgirl_eyebrow08	35					showgirl_eyebrow08	eyebrow08		0																	
8000010	眉毛10	showgirl_eyebrow09	35					showgirl_eyebrow09	eyebrow09		0																	
8000011	眉毛11	showgirl_eyebrow10	35					showgirl_eyebrow10	eyebrow10		0																	
8000012	眉毛12	showgirl_eyebrow11	35					showgirl_eyebrow11	eyebrow11		0																	
8000013	眉毛13	showgirl_eyebrow12	35					showgirl_eyebrow12	eyebrow12		0																	
8000014	眉毛14	showgirl_eyebrow13	35					showgirl_eyebrow13	eyebrow13		0																	
8000015	眉毛15	showgirl_eyebrow14	35					showgirl_eyebrow14	eyebrow14		0																	
8000016	眉毛16	showgirl_eyebrow15	35					showgirl_eyebrow15	eyebrow15		0																	
8000017	眉毛17	showgirl_eyebrow16	35					showgirl_eyebrow16	eyebrow16		0																	
8000018	眉毛18	showgirl_eyebrow17	35					showgirl_eyebrow17	eyebrow17		0																	
8000019	眉毛19	showgirl_eyebrow18	35					showgirl_eyebrow18	eyebrow18		0																	
8000020	眉毛20	showgirl_eyebrow19	35					showgirl_eyebrow19	eyebrow19		0																	
8000021	眉毛21	showgirl_eyebrow20	35					showgirl_eyebrow20	eyebrow20		0																	
8000022	眉毛22	showgirl_eyebrow21	35					showgirl_eyebrow21	eyebrow21		0																	
9000001	眼影01	showgirl_eyeShadow00	36					showgirl_eyeShadow00	eyeShadow00		0																	
9000002	眼影02	showgirl_eyeShadow01	36					showgirl_eyeShadow01	eyeShadow01		0																	
9000003	眼影03	showgirl_eyeShadow02	36					showgirl_eyeShadow02	eyeShadow02		0																	
9000004	眼影04	showgirl_eyeShadow03	36					showgirl_eyeShadow03	eyeShadow03		0																	
